Time:2022-11-28
{login=wenshao, contributions=3043}
{Name=wenshao, Date=2013-06-24 08:53:02, Time=Weekday morning}
{Name=wenshao, Date=2013-06-24 08:24:09, Time=Weekday morning}
{Name=wenshao, Date=2013-06-23 23:26:40, Time=Weekday night}
{Name=wenshao, Date=2013-06-23 23:07:34, Time=Weekday night}
{Name=wenshao, Date=2013-06-23 22:58:52, Time=Weekday evening}
{Name=wenshao, Date=2013-06-23 22:51:44, Time=Weekday evening}
{Name=wenshao, Date=2013-06-23 22:33:54, Time=Weekday evening}
{Name=wenshao, Date=2013-06-23 19:18:08, Time=Weekday evening}
{Name=wenshao, Date=2013-06-23 18:51:31, Time=Weekday afternoon}
{Name=wenshao, Date=2013-06-23 18:45:34, Time=Weekday afternoon}
{Name=wenshao, Date=2013-06-23 18:27:09, Time=Weekday afternoon}
{Name=wenshao, Date=2013-06-23 14:19:41, Time=Weekday afternoon}
{Name=wenshao, Date=2013-06-23 11:32:18, Time=Weekday morning}
{Name=wenshao, Date=2013-06-23 11:31:48, Time=Weekday morning}
{Name=wenshao, Date=2013-06-23 03:51:11, Time=Weekday night}
{Name=wenshao, Date=2013-06-22 11:12:18, Time=Weekend morning}
{Name=wenshao, Date=2013-06-22 11:10:57, Time=Weekend morning}
{Name=温高铁, Date=2013-06-09 02:05:08, Time=Weekday night}
{Name=AndrewWang, Date=2013-06-06 22:28:19, Time=Weekday evening}
{Name=wenshao, Date=2013-06-03 03:57:20, Time=Weekday night}
{Name=wenshao, Date=2013-06-03 03:35:15, Time=Weekday night}
{Name=wenshao, Date=2013-06-02 12:14:25, Time=Weekday noon}
{Name=wenshao, Date=2013-06-01 04:36:31, Time=Weekend night}
{Name=wenshao, Date=2013-05-25 07:05:45, Time=Weekend morning}
{Name=wenshao, Date=2013-05-24 17:49:42, Time=Weekend afternoon}
{Name=wenshao, Date=2013-05-23 19:19:49, Time=Weekday evening}
{Name=wenshao, Date=2013-05-23 19:19:31, Time=Weekday evening}
{Name=wenshao, Date=2013-05-18 17:06:43, Time=Weekend afternoon}
{Name=wenshao, Date=2013-05-18 17:06:35, Time=Weekend afternoon}
{Name=wenshao, Date=2013-05-16 00:08:58, Time=Weekday night}
{Name=wenshao, Date=2013-05-15 18:12:31, Time=Weekday afternoon}
{Name=wenshao, Date=2013-05-13 20:00:18, Time=Weekday evening}
{Name=wenshao, Date=2013-05-12 04:56:59, Time=Weekday night}
{Name=wenshao, Date=2013-05-12 04:55:23, Time=Weekday night}
{Name=wenshao, Date=2013-05-12 00:55:26, Time=Weekday night}
{Name=wenshao, Date=2013-05-11 16:50:44, Time=Weekend afternoon}
{Name=wenshao, Date=2013-05-10 10:15:33, Time=Weekend morning}
{Name=wenshao, Date=2013-05-10 09:57:57, Time=Weekend morning}
{Name=wenshao, Date=2013-05-10 09:49:19, Time=Weekend morning}
{Name=wenshao, Date=2013-05-08 16:34:55, Time=Weekday afternoon}
{Name=wenshao, Date=2013-05-02 18:54:13, Time=Weekday afternoon}
{Name=wenshao, Date=2013-05-02 18:53:03, Time=Weekday afternoon}
{Name=wenshao, Date=2013-05-02 16:34:56, Time=Weekday afternoon}
{Name=wenshao, Date=2013-05-01 16:42:49, Time=Weekday afternoon}
{Name=wenshao, Date=2013-04-27 14:19:58, Time=Weekend afternoon}
{Name=wenshao, Date=2013-04-27 14:17:37, Time=Weekend afternoon}
{Name=wenshao, Date=2013-04-25 21:25:36, Time=Weekday evening}
{Name=wenshao, Date=2013-04-25 20:55:15, Time=Weekday evening}
{Name=wenshao, Date=2013-04-25 20:31:52, Time=Weekday evening}
{Name=wenshao, Date=2013-04-25 20:31:29, Time=Weekday evening}
{Name=wenshao, Date=2013-04-08 21:27:13, Time=Weekday evening}
{Name=wenshao, Date=2013-04-08 21:17:10, Time=Weekday evening}
{Name=wenshao, Date=2013-04-08 20:33:57, Time=Weekday evening}
{Name=wenshao, Date=2013-04-08 20:33:29, Time=Weekday evening}
{Name=温高铁, Date=2013-04-01 22:51:48, Time=Weekday evening}
{Name=stone, Date=2013-03-20 14:41:32, Time=Weekday afternoon}
{Name=stonecheung, Date=2013-03-20 13:34:58, Time=Weekday noon}
{Name=wenshao, Date=2013-03-15 22:37:12, Time=Weekend evening}
{Name=wenshao, Date=2013-03-13 22:32:58, Time=Weekday evening}
{Name=wenshao, Date=2013-03-13 21:51:20, Time=Weekday evening}
{Name=wenshao, Date=2013-03-13 21:19:18, Time=Weekday evening}
{Name=wenshao, Date=2013-03-06 23:14:52, Time=Weekday night}
{Name=温高铁, Date=2013-03-05 16:43:45, Time=Weekday afternoon}
{Name=温高铁, Date=2013-03-05 16:42:54, Time=Weekday afternoon}
{Name=wenshao, Date=2013-02-27 17:35:05, Time=Weekday afternoon}
{Name=wenshao, Date=2013-02-27 17:11:38, Time=Weekday afternoon}
{Name=wenshao, Date=2013-02-27 17:11:16, Time=Weekday afternoon}
{Name=wenshao, Date=2013-02-18 12:32:22, Time=Weekday noon}
{Name=wenshao, Date=2013-02-18 12:07:56, Time=Weekday noon}
{Name=wenshao, Date=2013-02-18 11:29:21, Time=Weekday morning}
{Name=wenshao, Date=2013-02-03 15:18:44, Time=Weekday afternoon}
{Name=wenshao, Date=2013-02-02 22:57:01, Time=Weekend evening}
{Name=wenshao, Date=2013-01-31 15:30:28, Time=Weekday afternoon}
{Name=wenshao, Date=2013-01-13 02:14:02, Time=Weekday night}
{Name=wenshao, Date=2013-01-12 13:39:38, Time=Weekend noon}
{Name=wenshao, Date=2013-01-11 22:57:36, Time=Weekend evening}
{Name=wenshao, Date=2013-01-11 22:26:52, Time=Weekend evening}
{Name=wenshao, Date=2013-01-11 22:29:20, Time=Weekend evening}
{Name=wenshao, Date=2013-01-11 20:53:26, Time=Weekend evening}
{Name=wenshao, Date=2013-01-11 20:47:02, Time=Weekend evening}
{Name=wenshao, Date=2013-01-11 00:01:27, Time=Weekend night}
{Name=wenshao, Date=2013-01-10 22:33:44, Time=Weekday evening}
{Name=wenshao, Date=2013-01-10 17:19:47, Time=Weekday afternoon}
{Name=wenshao, Date=2013-01-09 23:21:56, Time=Weekday night}
{Name=wenshao, Date=2013-01-09 23:21:10, Time=Weekday night}
{Name=wenshao, Date=2013-01-06 21:08:20, Time=Weekday evening}
{Name=wenshao, Date=2013-01-05 16:43:54, Time=Weekend afternoon}
{Name=wenshao, Date=2012-12-21 21:54:10, Time=Weekend evening}
{Name=温高铁, Date=2012-12-11 00:44:41, Time=Weekday night}
{Name=温高铁, Date=2012-12-11 00:40:43, Time=Weekday night}
{Name=温高铁, Date=2012-12-11 00:31:02, Time=Weekday night}
{Name=wenshao, Date=2012-12-01 20:26:50, Time=Weekend evening}
{Name=wenshao, Date=2012-12-01 20:25:39, Time=Weekend evening}
{Name=wenshao, Date=2012-11-30 23:35:25, Time=Weekend night}
{Name=wenshao, Date=2012-11-30 22:21:48, Time=Weekend evening}
{Name=wenshao, Date=2012-11-28 20:48:40, Time=Weekday evening}
{Name=wenshao, Date=2012-11-24 15:02:54, Time=Weekend afternoon}
{Name=wenshao, Date=2012-11-24 11:46:33, Time=Weekend morning}
{Name=wenshao, Date=2012-11-24 11:44:48, Time=Weekend morning}
{Name=wenshao, Date=2012-11-24 11:36:44, Time=Weekend morning}
{Name=wenshao, Date=2012-11-19 16:22:31, Time=Weekday afternoon}
{Name=wenshao, Date=2012-11-18 22:49:49, Time=Weekday evening}
{Name=wenshao, Date=2012-11-18 22:34:45, Time=Weekday evening}
{Name=wenshao, Date=2012-11-18 21:28:24, Time=Weekday evening}
{Name=wenshao, Date=2012-11-16 07:16:54, Time=Weekend morning}
{Name=wenshao, Date=2012-11-10 22:33:12, Time=Weekend evening}
{Name=wenshao, Date=2012-11-10 22:11:51, Time=Weekend evening}
{Name=wenshao, Date=2012-11-10 22:01:47, Time=Weekend evening}
{Name=wenshao, Date=2012-11-10 11:48:10, Time=Weekend morning}
{Name=wenshao, Date=2012-11-07 23:10:44, Time=Weekday night}
{Name=wenshao, Date=2012-10-18 07:45:04, Time=Weekday morning}
{Name=wenshao, Date=2012-10-17 21:01:58, Time=Weekday evening}
{Name=wenshao, Date=2012-10-01 15:47:27, Time=Weekday afternoon}
{Name=wenshao, Date=2012-09-08 22:49:53, Time=Weekend evening}
{Name=wenshao, Date=2012-09-01 21:08:44, Time=Weekend evening}
{Name=wenshao, Date=2012-08-28 17:07:48, Time=Weekday afternoon}
{Name=wenshao, Date=2012-08-14 12:50:30, Time=Weekday noon}
{Name=wenshao, Date=2012-08-14 09:14:50, Time=Weekday morning}
{Name=wenshao, Date=2012-08-14 08:59:37, Time=Weekday morning}
{Name=wenshao, Date=2012-08-13 16:44:28, Time=Weekday afternoon}
{Name=wenshao, Date=2012-08-10 17:13:55, Time=Weekend afternoon}
{Name=wenshao, Date=2012-08-02 10:13:25, Time=Weekday morning}
{Name=温高铁, Date=2012-08-01 15:36:45, Time=Weekday afternoon}
{Name=flym, Date=2012-07-31 23:08:30, Time=Weekday night}
{Name=wenshao, Date=2012-07-31 11:10:30, Time=Weekday morning}
{Name=wenshao, Date=2012-07-31 10:32:00, Time=Weekday morning}
{Name=wenshao, Date=2012-07-31 09:46:57, Time=Weekday morning}
{Name=wenshao, Date=2012-07-31 09:20:11, Time=Weekday morning}
{Name=wenshao, Date=2012-07-31 09:12:28, Time=Weekday morning}
{Name=wenshao, Date=2012-07-31 07:34:16, Time=Weekday morning}
{Name=wenshao, Date=2012-07-30 22:13:57, Time=Weekday evening}
{Name=wenshao, Date=2012-07-30 18:43:59, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-30 11:56:59, Time=Weekday morning}
{Name=wenshao, Date=2012-07-30 11:54:35, Time=Weekday morning}
{Name=wenshao, Date=2012-07-30 07:37:12, Time=Weekday morning}
{Name=wenshao, Date=2012-07-30 07:29:33, Time=Weekday morning}
{Name=wenshao, Date=2012-07-29 22:31:25, Time=Weekday evening}
{Name=wenshao, Date=2012-07-29 22:01:30, Time=Weekday evening}
{Name=wenshao, Date=2012-07-29 21:54:16, Time=Weekday evening}
{Name=wenshao, Date=2012-07-29 17:25:22, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-23 07:00:49, Time=Weekday morning}
{Name=wenshao, Date=2012-07-18 14:06:05, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-16 17:05:20, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-16 16:44:51, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-16 12:40:55, Time=Weekday noon}
{Name=wenshao, Date=2012-07-13 09:01:04, Time=Weekend morning}
{Name=wenshao, Date=2012-07-13 08:59:02, Time=Weekend morning}
{Name=wenshao, Date=2012-07-13 08:55:27, Time=Weekend morning}
{Name=wenshao, Date=2012-07-13 08:21:33, Time=Weekend morning}
{Name=wenshao, Date=2012-07-12 21:43:55, Time=Weekday evening}
{Name=wenshao, Date=2012-07-12 20:27:49, Time=Weekday evening}
{Name=wenshao, Date=2012-07-12 17:23:57, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-11 16:12:01, Time=Weekday afternoon}
{Name=wenshao, Date=2012-07-11 15:58:18, Time=Weekday afternoon}
{Name=wenshao, Date=2012-06-27 05:44:50, Time=Weekday night}
{Name=wenshao, Date=2012-06-25 22:14:32, Time=Weekday evening}
{Name=wenshao, Date=2012-06-25 18:09:25, Time=Weekday afternoon}
{Name=温少, Date=2012-06-22 17:20:22, Time=Weekend afternoon}
{Name=温少, Date=2012-06-18 15:59:07, Time=Weekday afternoon}
{Name=温少, Date=2012-06-18 15:57:16, Time=Weekday afternoon}
{Name=温少, Date=2012-06-07 15:53:54, Time=Weekday afternoon}
{Name=温少, Date=2012-06-07 11:14:53, Time=Weekday morning}
{Name=温少, Date=2012-06-07 11:14:23, Time=Weekday morning}
{Name=温少, Date=2012-06-07 11:11:29, Time=Weekday morning}
{Name=温少, Date=2012-06-06 10:27:18, Time=Weekday morning}
{Name=温少, Date=2012-06-06 09:54:17, Time=Weekday morning}
{Name=温少, Date=2012-06-05 10:18:17, Time=Weekday morning}
{Name=温少, Date=2012-06-05 10:08:27, Time=Weekday morning}
{Name=温少, Date=2012-06-04 17:51:58, Time=Weekday afternoon}
{Name=温少, Date=2012-06-04 16:26:28, Time=Weekday afternoon}
{Name=温少, Date=2012-06-02 15:57:32, Time=Weekend afternoon}
{Name=温少, Date=2012-06-01 08:02:56, Time=Weekend morning}
{Name=温少, Date=2012-05-31 22:21:51, Time=Weekday evening}
{Name=温少, Date=2012-05-22 09:41:49, Time=Weekday morning}
{Name=温少, Date=2012-05-15 10:40:40, Time=Weekday morning}
{Name=温少, Date=2012-05-15 10:31:13, Time=Weekday morning}
{Name=温少, Date=2012-05-15 10:24:50, Time=Weekday morning}
{Name=温少, Date=2012-05-09 11:10:39, Time=Weekday morning}
{Name=温少, Date=2012-05-03 10:07:05, Time=Weekday morning}
{Name=温少, Date=2012-05-02 11:28:25, Time=Weekday morning}
{Name=温少, Date=2012-05-02 11:27:36, Time=Weekday morning}
{Name=温少, Date=2012-04-28 10:59:14, Time=Weekend morning}
{Name=温少, Date=2012-04-28 10:58:47, Time=Weekend morning}
{Name=温少, Date=2012-04-27 13:49:40, Time=Weekend noon}
{Name=温少, Date=2012-04-27 13:49:29, Time=Weekend noon}
{Name=温少, Date=2012-04-27 00:56:37, Time=Weekend night}
{Name=温少, Date=2012-04-27 00:56:15, Time=Weekend night}
{Name=温少, Date=2012-04-27 00:46:08, Time=Weekend night}
{Name=温少, Date=2012-04-27 00:41:59, Time=Weekend night}
{Name=温少, Date=2012-04-26 22:18:13, Time=Weekday evening}
{Name=温少, Date=2012-04-26 10:02:46, Time=Weekday morning}
{Name=axmanwang, Date=2012-04-26 10:02:37, Time=Weekday morning}
{Name=axmanwang, Date=2012-04-26 09:52:02, Time=Weekday morning}
{Name=axmanwang, Date=2012-04-25 17:42:35, Time=Weekday afternoon}
{Name=温少, Date=2012-04-25 17:27:33, Time=Weekday afternoon}
{Name=温少, Date=2012-04-25 17:26:29, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-25 17:14:44, Time=Weekday afternoon}
{Name=温少, Date=2012-04-25 17:11:30, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-11 11:52:52, Time=Weekday morning}
{Name=温少, Date=2012-04-11 10:23:41, Time=Weekday morning}
{Name=axmanwang, Date=2012-04-10 16:28:23, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-10 14:59:37, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-10 14:23:24, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-10 14:16:15, Time=Weekday afternoon}
{Name=axmanwang, Date=2012-04-10 13:53:30, Time=Weekday noon}
{Name=温少, Date=2012-04-01 16:55:52, Time=Weekday afternoon}
{Name=温少, Date=2012-03-24 19:39:47, Time=Weekend evening}
{Name=温少, Date=2012-03-24 10:00:33, Time=Weekend morning}
{Name=温少, Date=2012-03-24 09:53:27, Time=Weekend morning}
{Name=温少, Date=2012-03-24 09:52:57, Time=Weekend morning}
{Name=温少, Date=2012-03-14 09:59:38, Time=Weekday morning}
{Name=温少, Date=2012-03-14 09:59:11, Time=Weekday morning}
{Name=温少, Date=2012-03-14 02:18:20, Time=Weekday night}
{Name=温少, Date=2012-03-12 22:05:56, Time=Weekday evening}
{Name=温少, Date=2012-03-12 20:10:43, Time=Weekday evening}
{Name=温少, Date=2012-03-12 17:31:16, Time=Weekday afternoon}
{Name=温少, Date=2012-03-12 17:25:13, Time=Weekday afternoon}
{Name=温少, Date=2012-03-12 17:24:33, Time=Weekday afternoon}
{Name=温少, Date=2012-03-12 11:20:58, Time=Weekday morning}
{Name=温少, Date=2012-03-09 17:32:45, Time=Weekend afternoon}
{Name=温少, Date=2012-03-08 09:35:25, Time=Weekday morning}
{Name=温少, Date=2012-03-08 09:31:23, Time=Weekday morning}
{Name=温少, Date=2012-03-08 09:15:02, Time=Weekday morning}
{Name=温少, Date=2012-03-07 15:41:13, Time=Weekday afternoon}
{Name=温少, Date=2012-03-06 18:46:44, Time=Weekday afternoon}
{Name=温少, Date=2012-03-06 18:37:26, Time=Weekday afternoon}
{Name=温少, Date=2012-03-05 16:45:47, Time=Weekday afternoon}
{Name=温少, Date=2012-03-05 16:23:30, Time=Weekday afternoon}
{Name=温少, Date=2012-03-05 14:29:22, Time=Weekday afternoon}
{Name=温少, Date=2012-03-05 13:15:40, Time=Weekday noon}
{Name=温少, Date=2012-03-02 15:10:18, Time=Weekend afternoon}
{Name=温少, Date=2012-03-02 15:10:02, Time=Weekend afternoon}
{Name=温少, Date=2012-03-02 14:05:05, Time=Weekend afternoon}
{Name=温少, Date=2012-02-21 14:30:50, Time=Weekday afternoon}
{Name=温少, Date=2012-02-21 14:30:08, Time=Weekday afternoon}
{Name=温少, Date=2012-02-21 12:56:55, Time=Weekday noon}
{Name=温少, Date=2012-02-21 12:55:55, Time=Weekday noon}
{Name=温少, Date=2012-02-21 10:02:43, Time=Weekday morning}
{Name=温少, Date=2012-02-08 14:18:47, Time=Weekday afternoon}
{Name=温少, Date=2012-02-07 16:46:56, Time=Weekday afternoon}
{Name=温少, Date=2012-02-07 15:29:36, Time=Weekday afternoon}
{Name=温少, Date=2012-02-07 15:27:30, Time=Weekday afternoon}
{Name=温少, Date=2012-02-07 14:48:33, Time=Weekday afternoon}
{Name=温少, Date=2012-02-07 14:47:43, Time=Weekday afternoon}
{Name=温少, Date=2012-02-06 13:30:32, Time=Weekday noon}
{Name=温少, Date=2012-02-04 03:13:45, Time=Weekend night}
{Name=温少, Date=2012-02-04 03:11:20, Time=Weekend night}
{Name=温少, Date=2012-02-02 14:29:22, Time=Weekday afternoon}
{Name=温少, Date=2012-02-02 14:29:01, Time=Weekday afternoon}
{Name=温少, Date=2012-02-01 12:06:56, Time=Weekday noon}
{Name=温少, Date=2012-02-01 10:35:20, Time=Weekday morning}
{Name=温少, Date=2012-02-01 09:30:28, Time=Weekday morning}
{Name=温少, Date=2012-01-31 21:08:10, Time=Weekday evening}
{Name=温少, Date=2012-01-18 16:40:21, Time=Weekday afternoon}
{Name=温少, Date=2012-01-18 10:26:16, Time=Weekday morning}
{Name=温少, Date=2012-01-18 00:01:47, Time=Weekday night}
{Name=温少, Date=2012-01-17 23:14:07, Time=Weekday night}
{Name=温少, Date=2012-01-17 23:11:34, Time=Weekday night}
{Name=温少, Date=2012-01-17 13:44:32, Time=Weekday noon}
{Name=wenshao, Date=2012-01-06 18:30:17, Time=Weekend afternoon}
{Name=wenshao, Date=2012-01-06 18:23:01, Time=Weekend afternoon}
{Name=wenshao, Date=2012-01-06 17:07:51, Time=Weekend afternoon}
{Name=wenshao, Date=2012-01-04 15:10:10, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-27 20:05:51, Time=Weekday evening}
{Name=wenshao, Date=2011-12-26 13:53:34, Time=Weekday noon}
{Name=wenshao, Date=2011-12-19 10:42:57, Time=Weekday morning}
{Name=wenshao, Date=2011-12-19 10:29:40, Time=Weekday morning}
{Name=wenshao, Date=2011-12-19 09:48:50, Time=Weekday morning}
{Name=wenshao, Date=2011-12-18 20:07:41, Time=Weekday evening}
{Name=wenshao, Date=2011-12-17 15:23:56, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-16 22:57:34, Time=Weekend evening}
{Name=wenshao, Date=2011-12-16 22:41:10, Time=Weekend evening}
{Name=wenshao, Date=2011-12-16 22:26:37, Time=Weekend evening}
{Name=wenshao, Date=2011-12-16 22:10:12, Time=Weekend evening}
{Name=wenshao, Date=2011-12-16 15:33:53, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-16 14:31:53, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-16 10:35:48, Time=Weekend morning}
{Name=wenshao, Date=2011-12-15 23:10:16, Time=Weekday night}
{Name=wenshao, Date=2011-12-15 22:34:05, Time=Weekday evening}
{Name=wenshao, Date=2011-12-15 09:50:35, Time=Weekday morning}
{Name=wenshao, Date=2011-12-14 21:51:47, Time=Weekday evening}
{Name=wenshao, Date=2011-12-14 21:38:23, Time=Weekday evening}
{Name=wenshao, Date=2011-12-14 21:27:55, Time=Weekday evening}
{Name=wenshao, Date=2011-12-14 18:15:22, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-14 18:08:52, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-14 10:31:37, Time=Weekday morning}
{Name=wenshao, Date=2011-12-14 00:10:13, Time=Weekday night}
{Name=wenshao, Date=2011-12-13 23:38:55, Time=Weekday night}
{Name=wenshao, Date=2011-12-13 22:45:02, Time=Weekday evening}
{Name=wenshao, Date=2011-12-13 22:10:19, Time=Weekday evening}
{Name=wenshao, Date=2011-12-13 21:51:05, Time=Weekday evening}
{Name=wenshao, Date=2011-12-13 21:10:39, Time=Weekday evening}
{Name=wenshao, Date=2011-12-13 18:51:14, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 17:10:50, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 16:40:29, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 16:37:26, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 16:36:57, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 16:35:44, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-13 00:16:10, Time=Weekday night}
{Name=wenshao, Date=2011-12-12 18:15:32, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-12 18:15:09, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-12 14:16:31, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-12 13:50:12, Time=Weekday noon}
{Name=wenshao, Date=2011-12-11 20:41:38, Time=Weekday evening}
{Name=wenshao, Date=2011-12-09 20:25:27, Time=Weekend evening}
{Name=wenshao, Date=2011-12-09 14:58:51, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-09 14:55:32, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-09 14:55:14, Time=Weekend afternoon}
{Name=wenshao, Date=2011-12-07 19:26:57, Time=Weekday evening}
{Name=wenshao, Date=2011-12-07 13:33:35, Time=Weekday noon}
{Name=wenshao, Date=2011-12-06 18:06:21, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-06 17:38:39, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-06 16:06:22, Time=Weekday afternoon}
{Name=wenshao, Date=2011-12-02 13:15:02, Time=Weekend noon}
{Name=wenshao, Date=2011-11-25 16:39:14, Time=Weekend afternoon}
{Name=wenshao, Date=2011-11-25 16:37:55, Time=Weekend afternoon}
{Name=wenshao, Date=2011-11-24 21:16:39, Time=Weekday evening}
{Name=wenshao, Date=2011-11-24 20:49:26, Time=Weekday evening}
{Name=wenshao, Date=2011-11-18 10:54:54, Time=Weekend morning}
{Name=wenshao, Date=2011-11-18 10:17:17, Time=Weekend morning}
{Name=wenshao, Date=2011-11-11 13:22:12, Time=Weekend noon}
{Name=wenshao, Date=2011-11-09 18:00:30, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-09 17:21:07, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-09 15:41:21, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-09 13:17:28, Time=Weekday noon}
{Name=wenshao, Date=2011-11-09 13:17:08, Time=Weekday noon}
{Name=wenshao, Date=2011-11-09 12:57:09, Time=Weekday noon}
{Name=wenshao, Date=2011-11-09 11:33:10, Time=Weekday morning}
{Name=wenshao, Date=2011-11-03 17:25:42, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-03 17:12:26, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-01 14:53:43, Time=Weekday afternoon}
{Name=wenshao, Date=2011-11-01 14:49:52, Time=Weekday afternoon}
